76,G4,FALSE,26-23,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.020,TRUE,3,39,No Amp,,0.000,Y,N,Y,N,Y,N,89.742,,,
77,G5,FALSE,22-24,Mcav,UNKNOWN,SYBR,None,21.611,21.674,0.089,,,,,,,,FALSE,0.020,TRUE,3,20,Amp,,0.762,Y,N,N,N,N,N,74.872,,,
78,G6,FALSE,22-24,C,UNKNOWN,VIC,NFQ-MGB,29.941,30.119,0.252,,,,,,,,FALSE,0.020,TRUE,3,28,Amp,,0.928,N,N,N,N,N,N,0.000,,,
78,G6,FALSE,22-24,D,UNKNOWN,FAM,NFQ-MGB,27.719,27.629,0.127,,,,,,,,FALSE,0.020,TRUE,3,25,Amp,,0.663,Y,N,N,N,N,N,94.895,,,
79,G7,FALSE,22-24,Mcav,UNKNOWN,SYBR,None,21.737,21.674,0.089,,,,,,,,FALSE,0.020,TRUE,3,20,Amp,,0.774,Y,N,N,N,N,N,75.019,,,
80,G8,FALSE,22-24,C,UNKNOWN,VIC,NFQ-MGB,30.297,30.119,0.252,,,,,,,,FALSE,0.020,TRUE,3,28,Amp,,0.921,N,N,N,N,N,N,0.000,,,
80,G8,FALSE,22-24,D,UNKNOWN,FAM,NFQ-MGB,27.539,27.629,0.127,,,,,,,,FALSE,0.020,TRUE,3,25,Amp,,0.677,Y,N,N,N,N,N,81.497,,,
81,G9,FALSE,22-12,Mcav,UNKNOWN,SYBR,None,23.641,23.517,0.175,,,,,,,,FALSE,0.020,TRUE,3,22,Amp,,0.863,N,N,N,N,N,N,74.872,,,
82,G10,FALSE,22-12,C,UNKNOWN,VIC,NFQ-MGB,27.574,27.786,0.300,,,,,,,,FALSE,0.020,TRUE,3,26,Amp,,0.935,N,N,N,N,N,N,0.000,,,
82,G10,FALSE,22-12,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.020,TRUE,3,39,No Amp,,0.000,Y,N,Y,N,Y,N,81.350,,,
83,G11,FALSE,22-12,Mcav,UNKNOWN,SYBR,None,23.393,23.517,0.175,,,,,,,,FALSE,0.020,TRUE,3,21,Amp,,0.798,Y,N,N,N,N,N,75.019,,,
84,G12,FALSE,22-12,C,UNKNOWN,VIC,NFQ-MGB,27.998,27.786,0.300,,,,,,,,FALSE,0.020,TRUE,3,26,Amp,,0.932,N,N,N,N,N,N,0.000,,,
84,G12,FALSE,22-12,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.020,TRUE,3,39,No Amp,,0.000,Y,N,Y,N,Y,N,73.988,,,
85,H1,FALSE,NTC,Mcav,UNKNOWN,SYBR,None,35.337,35.337,,,,,,,,,FALSE,0.020,TRUE,3,34,Inconclusive,,0.942,N,Y,N,N,N,N,71.927,82.822,80.761,
86,H2,FALSE,+,C,UNKNOWN,VIC,NFQ-MGB,16.027,16.037,0.013,,,,,,,,FALSE,0.020,TRUE,3,14,Amp,,0.819,N,N,N,N,N,N,0.000,,,
86,H2,FALSE,+,D,UNKNOWN,FAM,NFQ-MGB,9.853,9.776,0.109,,,,,,,,FALSE,0.020,TRUE,3,8,Amp,,0.574,Y,N,N,N,N,N,78.111,,,
87,H3,FALSE,22-03,Mcav,UNKNOWN,SYBR,None,23.177,23.249,0.103,,,,,,,,FALSE,0.020,TRUE,3,21,Amp,,0.740,Y,N,N,N,N,N,74.872,,,
88,H4,FALSE,22-03,C,UNKNOWN,VIC,NFQ-MGB,27.542,27.728,0.263,,,,,,,,FALSE,0.020,TRUE,3,25,Amp,,0.930,N,N,N,N,N,N,0.000,,,
88,H4,FALSE,22-03,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.020,TRUE,3,39,No Amp,,0.000,Y,N,Y,N,Y,N,74.724,,,
89,H5,FALSE,22-03,Mcav,UNKNOWN,SYBR,None,23.322,23.249,0.103,,,,,,,,FALSE,0.020,TRUE,3,21,Amp,,0.838,N,N,N,N,N,N,74.872,,,
90,H6,FALSE,22-03,C,UNKNOWN,VIC,NFQ-MGB,27.914,27.728,0.263,,,,,,,,FALSE,0.020,TRUE,3,26,Amp,,0.932,N,N,N,N,N,N,0.000,,,
90,H6,FALSE,22-03,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.020,TRUE,3,39,No Amp,,0.000,Y,N,Y,N,Y,N,75.460,,,
91,H7,FALSE,20-14,Mcav,UNKNOWN,SYBR,None,22.985,23.589,0.854,,,,,,,,FALSE,0.020,TRUE,3,20,Amp,,0.678,Y,N,N,Y,N,N,75.019,,,
92,H8,FALSE,20-14,C,UNKNOWN,VIC,NFQ-MGB,29.017,28.826,0.270,,,,,,,,FALSE,0.020,TRUE,3,27,Amp,,0.925,N,N,N,N,N,N,0.000,,,
92,H8,FALSE,20-14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.020,TRUE,3,39,No Amp,,0.000,Y,N,Y,N,Y,N,74.283,,,
93,H9,FALSE,20-14,Mcav,UNKNOWN,SYBR,None,24.193,23.589,0.854,,,,,,,,FALSE,0.020,TRUE,3,22,Amp,,0.884,N,N,N,Y,N,N,74.872,,,
94,H10,FALSE,20-14,C,UNKNOWN,VIC,NFQ-MGB,28.636,28.826,0.270,,,,,,,,FALSE,0.020,TRUE,3,26,Amp,,0.926,N,N,N,N,N,N,0.000,,,
94,H10,FALSE,20-14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.020,TRUE,3,39,No Amp,,0.000,Y,N,Y,N,N,N,74.577,,,
95,H11,FALSE,+,Mcav,UNKNOWN,SYBR,None,15.714,15.587,0.179,,,,,,,,FALSE,0.020,TRUE,3,13,Amp,,0.707,Y,N,N,N,N,N,75.019,,,
96,H12,FALSE,NTC,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.020,TRUE,3,39,No Amp,,0.000,Y,N,Y,N,Y,N,0.000,,,
96,H12,FALSE,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.020,TRUE,3,39,No Amp,,0.000,Y,N,Y,N,Y,N,74.577,,,
